0	0	0	57.9	574	1010108
0	0	1	62.3	628	1025466
0	0	2	57.5	584	1040544
0	0	3	56.1	577	1055986
0	0	4	59.0	613	1073622
0	0	5	56.6	595	1092604
0	0	6	57.6	615	1115140
0	0	7	59.7	654	1142038
0	0	8	52.5	587	1165904
0	0	9	56.3	640	1189672
0	0	10	53.1	618	1212242
0	0	11	48.8	580	1235440
0	0	12	49.7	599	1256009
0	0	13	47.9	594	1275498
0	0	14	51.9	652	1292861
0	1	0	89.2	214	243445
0	1	1	85.5	210	250019
0	1	2	90.0	221	256478
0	1	3	90.1	222	263244
0	1	4	81.4	203	270856
0	1	5	99.0	249	279547
0	1	6	81.9	212	289620
0	1	7	90.8	240	301600
0	1	8	80.9	222	312558
0	1	9	92.3	259	324213
0	1	10	76.7	218	333552
0	1	11	80.1	237	344108
0	1	12	72.0	214	353093
0	1	13	77.4	240	362316
0	1	14	83.0	259	370905
1	0	0	63.2	35	92971
1	0	1	78.1	45	97058
1	0	2	70.4	49	102604
1	0	3	45.9	35	108716
1	0	4	63.5	45	114886
1	0	5	50.5	40	121625
1	0	6	42.3	30	127886
1	0	7	51.4	42	133881
1	0	8	64.5	54	139319
1	0	9	49.8	46	144919
1	0	10	44.2	43	151440
1	0	11	42.7	44	155832
1	0	12	31.9	35	160773
1	0	13	41.8	49	163891
1	0	14	42.8	53	165155
1	1	0	 	 	2610
1	1	1	 	 	2805
1	1	2	 	 	3037
1	1	3	 	 	3303
1	1	4	 	 	3532
1	1	5	0.0	0	3792
1	1	6	 	 	4079
1	1	7	0.0	0	4324
1	1	8	0.0	0	4594
1	1	9	 	 	4736
1	1	10	 	 	5086
1	1	11	 	 	5279
1	1	12	 	 	5623
1	1	13	 	 	6133
1	1	14	 	 	6450
2	0	0	60.1	788	1283776
2	0	1	61.1	821	1327001
2	0	2	58.7	807	1369317
2	0	3	56.4	794	1413918
2	0	4	63.1	916	1461395
2	0	5	52.4	780	1517305
2	0	6	53.3	830	1585104
2	0	7	52.1	837	1649074
2	0	8	53.1	881	1703032
2	0	9	46.7	798	1757075
2	0	10	44.1	777	1805507
2	0	11	45.7	834	1861578
2	0	12	44.3	831	1912824
2	0	13	43.0	842	1967956
2	0	14	41.4	833	2020610
2	1	0	91.9	22	26786
2	1	1	54.6	14	28510
2	1	2	77.4	19	30545
2	1	3	79.6	20	32901
2	1	4	78.4	23	35389
2	1	5	84.1	25	38181
2	1	6	78.7	27	41813
2	1	7	47.8	18	45931
2	1	8	59.9	23	49511
2	1	9	69.3	26	53219
2	1	10	50.9	21	56869
2	1	11	75.0	34	60951
2	1	12	62.5	26	64455
2	1	13	68.8	32	68272
2	1	14	63.2	36	71600
3	0	0	69.4	496	698169
3	0	1	68.6	495	711212
3	0	2	71.0	516	719918
3	0	3	64.7	474	730010
3	0	4	66.0	491	741292
3	0	5	65.8	493	754268
3	0	6	58.8	448	769154
3	0	7	56.6	442	787687
3	0	8	57.1	450	803957
3	0	9	60.5	486	818321
3	0	10	55.6	457	832075
3	0	11	60.1	497	846818
3	0	12	59.0	495	860092
3	0	13	55.6	481	871330
3	0	14	57.2	503	882249
3	1	0	101.9	87	80867
3	1	1	106.8	91	83098
3	1	2	91.8	78	85150
3	1	3	101.8	87	87424
3	1	4	111.0	95	89880
3	1	5	90.7	77	93165
3	1	6	82.0	72	96433
3	1	7	88.2	78	100655
3	1	8	106.9	99	104203
3	1	9	102.1	95	108495
3	1	10	89.9	87	111278
3	1	11	73.2	75	115159
